no,구분,전공,본문
1692,post,전공,열정을 가지고 수업에 임하시는 강의에 감사드립니다.
1693,post,전공,"영상이 짧게 나눠져있어서 집중하기 편했고, 출석과제가 부담이 없어서 좋았다. 학생들과 소통을 잘 해주셨고 강요가 없는 수업이었다. 교수님께서 하나하나 배려해주시고 이야기를 잘들어주셔서 너무 좋았다. 다음번에도 교수님 수업 듣고싶고, 대면수업도 해보고싶다."
1694,post,전공,"영상하나가 너무 길어서 집중하기가 조금 힘들었다. 하지만 추가적으로 올라오는 동영상이 매우 도움이 되었고, 출석과제 또한 부담없이 수업만 들으면 할 수 있었던 거라서 좋았다. 학생들과 소통을 잘 해주셔서 너무 좋았다."
1695,post,전공,오랜기간 합의되지 않은 과제는 삼가주셨으면 합니다
1696,post,전공,오프라인 강의가 이루어지면 좋겠습니다
1697,post,전공,오프라인으로 뵈었으면 좋겠습니다
1698,post,전공,온라인 강의 하시느라 힘드셨을텐데 고생 많으셨습니다!!  감사합니다??
1699,post,전공,온라인 강의로 진행했을 때도 꼼꼼하게 실습 수업을 진행해주신 점이 좋았습니다
1700,post,전공,온라인 수업으로 인해 발생하는 학생들의 불편함을 수용해주시려고 하는 부분이 좋았습니다.  하지만 수업 관련 내용 외에 다른 얘기를 많이하셔서 집중도가 떨어지는 느낌을 받았습니다.
1701,post,전공,온라인 수업임에도 수업이 늦게 올라오는 경우가 많았다. 그로 인해 수업을 다 듣지 못하고 다음 수업으로 넘어가는 경우도 있었다.
1702,post,전공,온라인 실습 과제가 너무 많아서 너무 힘들었어요.....
1703,post,전공,온라인강의라서 좀 힘든점이 많네요
1704,post,전공,온라인강의로 확정된 이후 과제나 시험등에 있어서 안정되지 못한 커리큘럼에 불편함이 있었다. 이 강의를 포함한 전체 강의들이 강의의 퀄리티에 맞춰 등록금을 받았으면 한다.
1705,post,전공,온라인으로 들으니까 더 이해가 쉽고 좋았습니다 수고하셨어요!
1706,post,전공,온라인이기 때문에 한 번밖에 얼굴을 못 뵈었지만 학생의 건의 사항을 놓치지 않고 피드백 해주셔서 좋았다.  영상으로만 대부분을 수업 했었기 때문에 줌으로 했으면 어땠을까. 라는 아쉬움이 든다.
1707,post,전공,온라인이라는 생소함에도 1학기 수업을 진행 하시느라 수고 많으셨고 감사드린다.
1708,post,전공,온라인이라는 한계점이 있는 곳에서도 다양한 주제로 생각해볼 수 있는 과제를 주셔서 공부 하기 좋았다.  현강을 하지 못해서 직접적으로 다양한 실제 사례를 못 듣는 것이 아쉽다.
1709,post,전공,온라인이었지만 알차게 한 학기 수업을 들을 수 있어서 좋았습니다.
1710,post,전공,온라인이었지만 은혜로운 설교를 들을 수 있어서 좋았다.
1711,post,전공,온라인이지만 꼼꼼하게 강의안 준비해주셔서 열심히 공부할 수 있었습니다. 감사합니다!
1712,post,전공,올해 온라인 채플이 굉장히 괜찮았다고 생각합니다. 만일 2학기도 온라인 수업이 불가피 할 시 1학기처럼 진행해주신다면 좋을 것 같습니다.
1713,post,전공,외우는걸 줄이시면 좋을것 같습니다
1714,post,전공,우선 수업을 열심히 들은 학생으로서 강의를 듣고 소감과 질문으로 출석을 대체한다고 교수님이 공지하였으나 일부 학생들은 그저 출석했다는 한마디와 시간을 준수하지 않았는데 똑같이 출결처리가 되었는지 알고싶다. 또한 교수님이 연로하셔서인지 과제나 시험에 있어 학생들의 질문에 빠르고 제대로 된 소통이 이뤄지지않아 온라인강의의 나쁜 표본으로 보여졌으며 불편했다.
1715,post,전공,원격수업할 때 두 학생이 눈쌀 찌푸려질만큼 질문 점수 준다니까 주제와는 전혀 상관없는 질문을 하거나 학생 입장에서 답하기 어려운 질문을 계속하는데 제재하지도 않고 수업에 참여를 위해서 질문 점수 부과하겠다고 한건 알겠지만 그 질문이라는게 맥락 없이 중구난방으로 이루어지고 있는데 왜 가만히 계셨는지 이해가 가지 않습니다. 그 학생들이 정말로 질문했다는거 자체만으로 점수를 받는다면 최악일 것 같네요. 출결체크도 다시 한 번 해보셨으면 좋겠습니다. 출결과제 안 냈는데 출석처리 된 학생들 있을 것 같아요.
1716,post,전공,유지해 주세요
1717,post,전공,유지해주세요
1718,post,전공,"음악 치료에 대해 짐작이 잘 안 가 접근에 어려움이 있었는데 이 수업으로 음악치료란 무엇인지, 어떤 방식으로 이뤄지는 지 알게 되었습니다. 이번 학기 수업 너무 감사하고 나중 수업도 꼭 열심히 듣도록 하겠습니디. 언제나 좋은 강의, 학생에 대한 관심을 보여주셔서 감사합니다. 다음번에 뵙겠습니다♥♥"
1719,post,전공,응시생으로서 졸업시험의 난이도가 적절하였다고 생각됩니다. 종종 어려운 문제도 있었지만 괜찮았습니다!
1720,post,전공,이렇게 불편하고 상대적으로 질 떨어지는 강의를 하실거면 등록금 돌려주거나 감소해주세요^^
1721,post,전공,이렇게 불편하고 상대적으로 질 떨어지는 강의를 하실거면 등록금 돌려주거나 감소해주세요^^
1722,post,전공,이렇게 불편하고 상대적으로 질 떨어지는 강의를 하실거면 등록금 돌려주거나 감소해주세요^^
1723,post,전공,이렇게 불편하고 상대적으로 질 떨어지는 강의를 하실거면 등록금 돌려주거나 감소해주세요^^
1724,post,전공,이렇게 불편하고 상대적으로 질 떨어지는 강의를 하실거면 등록금 돌려주거나 감소해주세요^^
1725,post,전공,이론을 조금 더 자세히 설명해주셨으면 좋겠다. 교재에 있는 내용 외에도 다른 설명이 덧붙여졌으면 한다.
1726,post,전공,이번 학기 간호학 수업 중에 성인간호학을 제일 재밌게 따라갔던 것 같습니다. 교수님께서 어려운 내용도 쉽게 전달해주셔서 즐거운 마음으로 공부를 할 수 있었습니다. 다음 학기에 배우게 될 성인간호학도 기대가 됩니다.
1727,post,전공,이번 학기 강의 준비하시느라 정말 고생많으셨습니다. 감사합니다!
1728,post,전공,이번 학기 강의 준비하시느라 정말 고생많으셨습니다. 감사합니다.^^
1729,post,전공,"이번 학기 공중보건학은 저에게 힘든 수업이었습니다. 많은 양의 유인물과 글들이 저를 힘들게 했어요...하핫..  하지만 이번년도에 치룰 위생사 시험을 위해 포기하지 않았고, 실제로 나오는 문제들과 비슷한 문제들을 문제풀이로 같이 풀어보면서 ""열심히 하자!""라고 생각하며 열심히 수업에 임할 수 있었습니다."
1730,post,전공,이번 학기 들었던 수업 중 제일 좋았어요 교수님 감사합니다 사랑합니다 ?
1731,post,전공,이번 학기 들었던 수업 중에 비대면 수업으로의 전환의 타격이 가장 적었던 수업이었던 것 같다. 물론 현장 실습을 하지 못했던 것은 아쉬움으로 남지만 기존의 멘토링 훈련 방식을 가지고 온라인 상에서 최대한의 역량을 발휘하여 수업이 진행되었다고 느껴 만족스러웠다.
1732,post,전공,이번 학기는 상황상 비대면 수업을 하였기에 그것을 제외한다면 너무나도 만족스러운 수업이었습니다.
1733,post,전공,"이번에 1,2학년과 매칭해주셨는데 한명이 안될수도 있으니 두명을 매칭해주셨습니다. 근데 이게 너무 과제차이가 나는게 한명이 연락안되는 사람은 한명만 하면되고 두명다 되는사람은 두명 다 해야되니 과제량이 무려무려 두배나 차이가 나는것입니다. 두명중에 한명만하게했다던지 그런식으로 형평성을 맞췄어야 된다고 생각합니다,"
1734,post,전공,이번에 교수님 강의를 처음 듣는데 곡을 쓰는 법에 대한 것을 처음 알았습니다. 곡을 쓰는데 어려움이 있어 항상 질리듯이 했는데 교수님의 수업을 듣고 곡을 쓰는데 다시 흥미가 생겼습니다. 너무 감사합니다!♥ 나중에 뵀을 때 꼭 직접 말씀드리겠습니다. 한 학기 동안 너무 감사했습니다!:)!
1735,post,전공,이번에 대면실험한것도 재미있었고 온라인강의 수업도 배울내용이 많고 중요한 부분을 집어서 말씀해주시니까 핵심이 무엇인지 알게되었어요!  한학기 동안 고생많으셨습니다! 감사합니다
1736,post,전공,이번학기 독서치료 너무 재미있고 유익했습니다  자격증 시험까지 합격해서 너무 좋아요!ㅠ 감사합니다!!
1737,post,전공,이해하기 어려운 내용에서는 교수님께서 친절하게 풀어 설명해주셔서 이해에 도움이 되었다.
1738,post,전공,인강 처음에는 적응하기 힘들때 교수님께서 도와 주셔서 차츰  적응하게 되었다.
1739,post,전공,인터넷으로 예배를 진행함으로써 타의 모범이 된 것 같습니다^^ 모두가 고생하고 있는 코로나 시국인만큼 한국 교회가 앞장서서 방역에 도움이 되어야한다는 것을 배웠어요~~
1740,post,전공,일단 교수님께서 늘 따뜻한 마음으로 지도해주셔서 학습에 대한 동기부여가 잘 되었습니다. 또 제시해주신 자료나 과제들의 수준과 양도 적합하여 큰 어려움 없이 자가 학습 및 팀 학습을 통해 공부를 할 수 있어서 좋았습니다.
1741,post,전공,일반화학 처음 내용은 이해하기 쉽고 재미있었는데 뒤로 갈수록 교수님 말씀이 어렵고 이해하기 힘들어서 이비에스 강의를 찾아서 공부했어요  온라인강의로 수업 하는게 쉽지 않았지만 강의를 들으면서 교수님께서 이번에 저희를 위해 신경 많이 써주신게 느껴졌어요   마지막으로 다음학기에도 비대면 수업이라면 시험 방식은 시험문제 다운받고 사진찍어서 올리는 방식이 아닌 네이버폼으로 공정하게 봤으면  좋겠다는 생각이 들었어요 요즘 컴퓨터랑 핸드폰이 성능이 좋아 빨리 다운 받아지지만 성능이 좋지 않은 것도 있어서요!  한학기동안 감사했습니다!
1742,post,전공,자격증까지 딸 수 있는 좋은 강의에 좋은 교수님으로 공부가 아닌 치료를 받는 느낌이었습니다. 너무 존경스럽고 감사합니다.
1743,post,전공,"자료 분석론 수업은 이론과 실기 수업으로서 정답이 나올 때까지 공부를 해야하니 복습할 수 있게 예상문제를 내 주시어 수업하는데 이해도가 빨랐습니다.   예상치 않은 코로나로 인해 다른 과목과는 별도로 학교에 가서 교수님 뵙고 실기 수업을 해서 그런지 기억에 남습니다. 그리고, 교수님의 열의있는 강의 내용 알차게 배웠습니다.  감사드립니다^^"
1744,post,전공,자막이라도 달아주시던가 사람마다 발음이 있고 목소리 톤 크기가 있는데 잘 들리지도않고 학교 벽느껴서 관뒀습니다.
1745,post,전공,작은 부분까지 신경써주심에 감사합니다!
1746,post,전공,"장애아 교육을 받으며 시각,청각 장애등 더 가까이 다가갈 수 있는 좋은 시간이였습니다.  열심히 강의 해 주신 교수님 감사합니다."
1747,post,전공,장애아보육 많은 도움이 되었습니다  감사드립니다
1748,post,전공,재밌는 예시를 들어 흥미를 유발하는 수업을 해주신 점이 좋았습니다
1749,post,전공,쟝애아교육에 많은 도움이 되었습니다 감사드립니다
1750,post,전공,"저는 교수님들과 학우분들 사이에 선이 필요하다고 느낍니다. 교수님들께서 모든 학생을 아끼는 것은 잘 알고 있지만, 갑자기 실습 전날에 온라인 실습으로 바뀌었다고 통보해버리거나 또 갑자기 여름방학에 실습이 잡혔다고 통보하시는 것은 좀 아닌 것 같습니다.  코로나로 상황이 안좋은만큼 미리미리 사전에 계획해서 제대로 공지해주셨으면 좋겠습니다. 뿐만 아니라 갑자기 이렇게 해라 저렇게 해라 통보하시고 선택권을 주시는 척 무언의 압박을 가하지 말아주세요. 그럴때마다 너무 당황스럽고 지쳐요.. 충분한 기간을 두고 제대로 공지를 해주시길 부탁드려요."
